TRAVEL_ID,VISIT_AREA_NM,GUNGU,ROAD_NM_ADDR,LOTNO_ADDR,LONGITUDE,LATITUDE,VISIT_AREA_TYPE_CD,VISIT_CHC_REASON_CD,REVISIT_YN,REVISIT_INTENTION,RCMDTN_INTENTION,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STATUS_ACCOMPANY,DGSTFN
990,롯데콘서트홀,송파구,서울 송파구 올림픽로 300,서울 송파구 신천동 29,127.104885,37.514001,문화시설,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,1,2,1,2,2,1,친구,5.0
526,하이디라오 강남점,서초구,서울 서초구 서초대로77길 54,서울 서초구 서초동 1303-37,127.024801,37.502564,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,3,1,2,3,1,3,연인,5.0
337,남대문시장,중구,서울 중구 남대문시장4길 21,서울 중구 남창동 49-1,126.977627,37.559182,쇼핑,지인 추천이 있어서,N,4.0,4.0,남,30~40,2,1,2,2,1,2,연인,4.0
177,서울생활사박물관,노원구,서울 노원구 동일로174길 27,서울 노원구 공릉동 622,127.077015,37.619702,역사/유적지,지명도/명소/핫플레이스,Y,4.0,4.0,여,30~40,2,1,2,2,1,3,연인,4.0
991,롯데월드타워,송파구,서울 송파구 올림픽로 300,서울 송파구 신천동 29,127.102556,37.512604,테마시설,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,1,1,1,1,1,혼자,5.0
145,메시,성동구,서울 성동구 상원2길 3,서울 성동구 성수동1가 14-47,127.049369,37.54599,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,1,3,1,2,3,3,연인,5.0
817,동국파전,중구,서울 중구 서애로 12-16,서울 중구 충무로5가 87-1,126.997637,37.561599,음식점/카페,지인 추천이 있어서,N,4.0,4.0,여,10~20,3,1,3,3,1,3,연인,4.0
145,성수동구두테마공원,성동구,서울특별시 성동구 연무장5길 9-26,서울 성동구 성수동2가 302-25,127.052414,37.544812,테마시설,과거 경험이 좋아서,N,4.0,4.0,남,10~20,1,3,1,2,3,3,연인,4.0
371,코엑스,강남구,서울 강남구 영동대로 513,서울 강남구 삼성동 159,127.058828,37.512661,쇼핑,지명도/명소/핫플레이스,N,4.0,5.0,여,30~40,3,1,3,2,3,2,가족,5.0
992,디라이프 스타일키친 잠실 롯데월드몰점,송파구,서울 송파구 올림픽로 300,서울 송파구 신천동 29,127.103502,37.513698,쇼핑,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,3,1,1,2,3,3,가족,5.0
228,갈데,서초구,서울 서초구 잠원로4길 45,서울 서초구 잠원동 61-6,127.011834,37.513279,음식점/카페,지인 추천이 있어서,N,5.0,5.0,여,10~20,1,1,1,1,3,3,혼자,5.0
854,낙원악기상가,종로구,서울 종로구 삼일대로 428,서울 종로구 낙원동 284-6,126.988096,37.572792,쇼핑,과거 경험이 좋아서,Y,4.0,4.0,남,30~40,1,1,3,1,3,2,혼자,4.0
658,서울로7017,중구,서울 중구 퇴계로 33,서울 중구 남대문로5가 67-4,126.970297,37.556623,테마시설,지명도/명소/핫플레이스,N,4.0,4.0,여,30~40,3,3,1,3,1,3,연인,5.0
440,블루보틀 광화문 카페,종로구,서울 종로구 청계천로 11,서울 종로구 서린동 149,126.978869,37.569482,음식점/카페,지명도/명소/핫플레이스,N,3.0,4.0,여,10~20,1,1,3,1,3,3,친구,4.0
267,Apple 가로수길,강남구,서울 강남구 가로수길 43,서울 강남구 신사동 534-19,127.022729,37.52082,쇼핑,과거 경험이 좋아서,Y,5.0,4.0,여,30~40,3,3,1,3,3,1,가족,4.0
993,호랑이면,관악구,서울 관악구 남부순환로234길 27,서울 관악구 봉천동 1621-1,126.956912,37.478129,음식점/카페,가기 편해서/교통이 좋아서,N,1.0,2.0,여,10~20,1,1,1,2,3,1,혼자,2.0
927,반포한강공원 달빛광장,서초구,서울 서초구 신반포로11길 40,서울 서초구 반포동 115-5,126.997629,37.511355,자연,기타,Y,5.0,5.0,남,30~40,2,2,2,2,3,1,혼자,5.0
980,더현대서울,영등포구,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928446,37.525872,쇼핑,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,1,1,2,3,1,3,혼자,5.0
110,앤디스커피,마포구,서울 마포구 와우산로35길 75,서울 마포구 서교동 330-19,126.926735,37.556404,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,2,1,1,3,1,3,친구,5.0
739,여의도공원,영등포구,서울 영등포구 여의공원로 68,서울 영등포구 여의도동 2,126.922348,37.526135,자연,지인 추천이 있어서,N,3.0,3.0,남,10~20,3,1,3,3,1,3,연인,4.0
30,노들섬라이브하우스,용산구,서울 용산구 양녕로 445,서울 용산구 이촌동 302-146,126.958328,37.51812,문화시설,기타,Y,5.0,5.0,남,30~40,1,1,1,2,3,3,혼자,4.0
229,인사동거리,종로구,,서울 종로구 관훈동,126.985619,37.573361,쇼핑,지명도/명소/핫플레이스,N,3.0,4.0,여,10~20,2,1,2,1,2,3,친구,4.0
994,서촌그책방,종로구,서울 종로구 자하문로5가길 30-1,서울 종로구 체부동 15-1,126.970326,37.578753,쇼핑,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,3,3,3,1,3,3,혼자,5.0
234,합천돼지국밥,마포구,서울 마포구 새창로4가길 3,서울 마포구 도화동 38-23,126.951964,37.541875,음식점/카페,과거 경험이 좋아서,Y,5.0,5.0,남,30~40,2,1,1,3,3,2,연인,5.0
889,명지대학교 인문캠퍼스,서대문구,서울 서대문구 거북골로 34,서울 서대문구 남가좌동 50-3,126.922824,37.580235,문화시설,지명도/명소/핫플레이스,N,5.0,5.0,여,50대 이상,1,2,2,2,1,2,혼자,5.0
126,광화문,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-58,126.976861,37.575969,역사/유적지,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,1,1,1,1,1,3,가족,5.0
50,경복궁,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-91,126.976897,37.577609,역사/유적지,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,1,1,1,1,3,혼자,5.0
995,할머니 포장마차멸치국수,송파구,서울 송파구 오금로11길 59,서울 송파구 방이동 49-5,127.113597,37.515269,음식점/카페,지인 추천이 있어서,N,4.0,4.0,남,10~20,1,1,3,3,3,3,연인,4.0
85,사러가,서대문구,서울 서대문구 연희맛로 23,서울 서대문구 연희동 131-1,126.929652,37.567102,쇼핑,과거 경험이 좋아서,Y,3.0,3.0,여,30~40,1,1,1,1,3,3,혼자,3.0
243,서울앵무새,성동구,서울 성동구 서울숲9길 3,서울 성동구 성수동1가 685-213,127.043604,37.548299,음식점/카페,지명도/명소/핫플레이스,N,4.0,3.0,여,10~20,3,1,1,1,1,3,혼자,3.0
912,스타필드 코엑스몰,강남구,서울 강남구 영동대로 513,서울 강남구 삼성동 159-9,127.059777,37.511318,음식점/카페,지명도/명소/핫플레이스,N,5.0,4.0,여,10~20,1,1,1,3,3,3,혼자,4.0
381,봉피양 마포점,마포구,서울 마포구 토정로 308,서울 마포구 용강동 50-3,126.942891,37.540123,음식점/카페,과거 경험이 좋아서,Y,4.0,5.0,남,50대 이상,1,1,3,3,3,3,가족,5.0
627,홍익대학교 서울캠퍼스,마포구,서울 마포구 와우산로 94,서울 마포구 상수동 72-1,126.925555,37.550875,문화시설,과거 경험이 좋아서,N,4.0,4.0,여,10~20,3,1,1,2,3,1,혼자,4.0
195,바나나하루키,마포구,서울 마포구 동교로38길 6,서울 마포구 연남동 260-12,126.924677,37.561693,음식점/카페,과거 경험이 좋아서,Y,5.0,4.0,여,10~20,1,1,1,1,1,3,연인,5.0
256,월영당 서울,종로구,서울 종로구 북촌로5길 62,서울 종로구 소격동 122-3,126.981636,37.57994,음식점/카페,과거 경험이 좋아서,N,3.0,3.0,여,10~20,2,1,1,3,1,3,혼자,3.0
48,니커버커베이글,송파구,서울 송파구 석촌호수로 268,서울 송파구 송파동 32-1,127.105713,37.509816,음식점/카페,지인 추천이 있어서,N,5.0,5.0,여,10~20,1,1,3,1,3,3,친구,5.0
412,치즈룸 테이스팅룸 롯데월드몰점,송파구,서울 송파구 올림픽로 300,서울 송파구 신천동 29,127.103772,37.513755,쇼핑,지인 추천이 있어서,N,3.0,4.0,여,10~20,1,2,1,1,3,3,혼자,5.0
80,그라운드시소 서촌,종로구,서울 종로구 자하문로6길 18-8,서울 종로구 통의동 35-17,126.972916,37.577839,문화시설,지명도/명소/핫플레이스,N,4.0,4.0,여,10~20,2,1,2,3,3,3,혼자,4.0
996,동대문디자인플라자,중구,서울 중구 을지로 281,서울 중구 을지로7가 2-1,127.009911,37.567184,문화시설,지명도/명소/핫플레이스,N,4.0,3.0,남,30~40,1,1,3,2,3,3,가족,4.0
736,소리숲카페,성동구,서울 성동구 뚝섬로 47-7,서울 성동구 성수동2가 331-33,127.055941,37.538981,음식점/카페,지인 추천이 있어서,N,3.0,3.0,여,30~40,3,1,1,3,3,3,혼자,3.0
449,콤콤오락실,종로구,서울 종로구 수표로28길 23-6,서울 종로구 익선동 171-1,126.989982,37.57307,테마시설,과거 경험이 좋아서,N,4.0,4.0,여,10~20,1,1,3,2,1,3,연인,4.0
912,FB씨어터,송파구,서울 송파구 올림픽로 25,서울 송파구 잠실동 10,127.073086,37.5143,문화시설,지인 추천이 있어서,N,5.0,5.0,여,10~20,1,1,1,3,3,3,혼자,5.0
701,퀸넬브릴,마포구,서울 마포구 성미산로 171,서울 마포구 연남동 223-88,126.925025,37.564244,음식점/카페,지명도/명소/핫플레이스,N,3.0,4.0,여,10~20,3,1,3,3,3,1,연인,4.0
805,남산공원 N서울타워,용산구,서울 용산구 남산공원길 105,서울 용산구 용산동2가 산 1-3,126.988231,37.551305,자연,가기 편해서/교통이 좋아서,N,3.0,3.0,남,50대 이상,1,1,1,3,1,3,가족,3.0
130,츄로101 삼청점,종로구,서울 종로구 삼청로 99,서울 종로구 삼청동 97,126.981831,37.584317,음식점/카페,가기 편해서/교통이 좋아서,N,3.0,3.0,남,30~40,3,3,1,3,3,1,연인,3.0
107,용산공원 부분개방부지,용산구,서울 용산구 서빙고로 221,서울 용산구 서빙고동 235-101,126.988203,37.520584,자연,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,2,1,2,3,3,3,친구,5.0
594,롯데월드타워,송파구,서울 송파구 올림픽로 300,서울 송파구 신천동 29,127.102556,37.512604,테마시설,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,3,1,1,1,3,혼자,5.0
137,이디야커피 오장동점,중구,서울 중구 마른내로 109-1,서울 중구 오장동 69-29,127.00013,37.564593,음식점/카페,가기 편해서/교통이 좋아서,N,4.0,3.0,여,10~20,1,1,3,3,3,3,혼자,4.0
108,신세계센트럴시티,서초구,서울 서초구 신반포로 176,서울 서초구 반포동 19-3,127.004131,37.504683,쇼핑,가기 편해서/교통이 좋아서,Y,3.0,3.0,남,30~40,1,3,1,1,1,1,혼자,3.0
132,피자덕후 피자힙,강남구,서울 강남구 선릉로157길 23,서울 강남구 신사동 657-19,127.037945,37.526107,음식점/카페,지명도/명소/핫플레이스,N,3.0,2.0,남,30~40,1,2,2,1,1,1,가족,3.0
186,청계천,종로구,,서울 종로구 서린동 148,126.978647,37.569147,자연,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,1,1,1,1,1,3,연인,5.0
324,랜디스도넛 연남점,마포구,서울 마포구 동교로 247,서울 마포구 연남동 258-3,126.924122,37.562021,음식점/카페,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,3,1,3,2,1,3,혼자,5.0
600,국립현대미술관 덕수궁관,중구,서울 중구 세종대로 99,서울 중구 정동 5-1,126.97374,37.565938,문화시설,기타,N,5.0,5.0,여,10~20,2,1,3,3,1,3,혼자,5.0
30,경춘선숲길,노원구,,서울 노원구 공릉동 320-2,127.078706,37.620692,자연,지명도/명소/핫플레이스,N,3.0,3.0,남,30~40,1,1,1,2,3,3,혼자,4.0
195,한주당,마포구,서울 마포구 와우산로18길 17,서울 마포구 서교동 361-8,126.923744,37.551086,음식점/카페,지명도/명소/핫플레이스,N,4.0,3.0,여,10~20,1,1,1,1,1,3,연인,4.0
914,송리단길,송파구,,서울 송파구 송파동,127.110416,37.509325,자연,과거 경험이 좋아서,Y,5.0,5.0,여,30~40,2,1,3,3,1,3,가족,5.0
308,밀피유 명동점,중구,서울 중구 명동10길 10-1,서울 중구 명동2가 33-5,126.985118,37.563342,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,30~40,1,1,1,3,3,1,연인,5.0
994,쿠에른 롯데백화점 본점,중구,서울 중구 을지로 30,서울 중구 을지로1가 140-1,126.981808,37.5651,쇼핑,가기 편해서/교통이 좋아서,N,5.0,5.0,여,30~40,3,3,3,1,3,3,혼자,5.0
997,북한산국립공원 북한산성탐방지원센터,은평구,서울 은평구 대서문길 45,서울 은평구 진관동 266-25,126.949644,37.655112,자연,가기 편해서/교통이 좋아서,Y,5.0,5.0,여,30~40,1,3,3,3,3,2,연인,4.0
998,삼성산성지,관악구,서울 관악구 호암로 454-16,서울 관악구 신림동 산 57-14,126.929111,37.456848,역사/유적지,기타,N,5.0,5.0,여,50대 이상,1,1,2,2,3,1,혼자,5.0
649,어니언 안국점,종로구,서울 종로구 계동길 5,서울 종로구 계동 146-1,126.986574,37.577632,음식점/카페,지명도/명소/핫플레이스,N,3.0,4.0,남,10~20,3,1,3,3,2,3,혼자,4.0
999,IFC몰,영등포구,서울 영등포구 국제금융로 10,서울 영등포구 여의도동 23-1,126.925956,37.525067,쇼핑,과거 경험이 좋아서,N,5.0,5.0,여,10~20,3,3,2,3,1,3,혼자,5.0
116,하이커그라운드,중구,서울 중구 청계천로 40,서울 중구 다동 10,126.981418,37.568575,문화시설,지명도/명소/핫플레이스,N,5.0,5.0,남,50대 이상,1,1,1,1,1,3,가족,5.0
244,안국정,종로구,서울 종로구 북촌로2길 10,서울 종로구 재동 84-7,126.986305,37.577834,음식점/카페,과거 경험이 좋아서,N,3.0,3.0,남,30~40,1,3,1,1,3,1,혼자,3.0
283,에리카,성북구,서울 성북구 고려대로24가길 6,서울 성북구 안암동5가 103-29,127.029713,37.585176,음식점/카페,과거 경험이 좋아서,N,5.0,5.0,여,10~20,3,2,3,3,3,3,연인,5.0
216,역전할머니맥주 서울한남점,용산구,서울 용산구 대사관로34길 10,서울 용산구 한남동 632-3,127.006019,37.532802,음식점/카페,가성비가 좋아서,Y,5.0,5.0,남,30~40,1,1,1,1,3,3,혼자,5.0
3,석촌호수 동호,송파구,서울 송파구 송파나루길 166,서울 송파구 신천동 32,127.1059,37.511621,자연,지명도/명소/핫플레이스,N,3.0,3.0,여,30~40,2,1,1,1,3,3,연인,2.0
1000,더현대서울,영등포구,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928446,37.525872,쇼핑,지명도/명소/핫플레이스,Y,3.0,3.0,여,30~40,2,2,2,2,2,2,연인,3.0
234,탐앤탐스 종로한올타워점,종로구,서울 종로구 종로 96,서울 종로구 종로2가 56-6,126.988228,37.569898,음식점/카페,과거 경험이 좋아서,N,3.0,3.0,남,30~40,2,1,1,3,3,2,연인,4.0
789,카페노티드 종각하이커,중구,서울 중구 청계천로 40,서울 중구 다동 10,126.981617,37.568528,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,2,1,2,3,1,3,연인,4.0
315,석촌호수산책길,송파구,,서울 송파구 송파동,127.105721,37.51009,자연,지명도/명소/핫플레이스,Y,4.0,4.0,여,10~20,1,1,2,3,1,3,연인,4.0
760,브론즈윅,성동구,서울 성동구 성덕정17길 11,서울 성동구 성수동2가 565,127.055134,37.538292,쇼핑,지인 추천이 있어서,N,1.0,3.0,여,10~20,3,1,2,3,3,3,연인,3.0
760,북촌한옥마을,종로구,서울 종로구 북촌로11길 49,서울 종로구 가회동 31-31,126.983385,37.582919,자연,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,3,1,2,3,3,3,연인,4.0
1001,문래동창작촌,영등포구,서울 영등포구 도림로128가길 13-8,서울 영등포구 문래동3가 54-39,126.89768,37.514263,쇼핑,지명도/명소/핫플레이스,N,4.0,4.0,남,30~40,1,1,1,1,1,2,연인,4.0
150,완강정 압구정본점,강남구,서울 강남구 언주로167길 46,서울 강남구 신사동 612-2,127.029392,37.526606,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,1,3,3,3,3,연인,5.0
1002,미성옥,중구,서울 중구 명동길 25-11,서울 중구 명동1가 54-6,126.983937,37.564171,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,3,3,3,1,1,3,연인,5.0
1003,롯데월드,송파구,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.098064,37.51132,테마시설,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,2,3,2,3,3,1,가족,5.0
909,베즐리 더현대서울점,영등포구,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928446,37.525859,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,1,3,1,1,3,혼자,5.0
1003,타임스퀘어,영등포구,서울 영등포구 영중로 15,서울 영등포구 영등포동4가 442,126.903071,37.517105,쇼핑,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,2,3,2,3,3,1,가족,5.0
139,단디 송리단길본점,송파구,서울 송파구 백제고분로45길 7,서울 송파구 송파동 45-5,127.110344,37.509231,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,2,1,1,3,3,3,혼자,5.0
955,경복궁,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-91,126.976897,37.577609,역사/유적지,과거 경험이 좋아서,Y,5.0,5.0,여,30~40,1,1,3,3,1,3,가족,4.0
551,오제제,중구,서울 중구 세종대로 136,서울 중구 태평로1가 84,126.978258,37.568422,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,2,1,3,3,3,2,혼자,5.0
156,원조누드치즈김밥,종로구,,서울 종로구 예지동 249-2,126.99811,37.569772,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,30~40,2,1,3,3,2,3,가족,5.0
805,커피빈 종로관철동점,종로구,서울 종로구 종로14길 32,서울 종로구 관철동 11-3,126.986774,37.568554,음식점/카페,과거 경험이 좋아서,N,4.0,4.0,남,50대 이상,1,1,1,3,1,3,가족,5.0
833,여의도한강공원,영등포구,,서울 영등포구 여의도동 85,126.935129,37.526389,자연,가기 편해서/교통이 좋아서,Y,4.0,4.0,남,30~40,1,2,2,2,1,1,연인,4.0
1004,엉베흐,구로구,서울 구로구 공원로8길 25,서울 구로구 구로동 40-11,126.890705,37.50343,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,2,1,2,1,3,혼자,5.0
120,국립고궁박물관,종로구,서울 종로구 효자로 12,서울 종로구 세종로 1-57,126.974823,37.576635,역사/유적지,기타,N,4.0,4.0,여,30~40,1,1,3,3,3,1,가족,4.0
1005,대화정진짜해장국,중구,서울 중구 장충단로 249-20,서울 중구 을지로6가 18-85,127.007742,37.567556,음식점/카페,지명도/명소/핫플레이스,N,4.0,4.0,남,30~40,1,1,3,3,1,1,가족,4.0
604,롯데아울렛 서울역점,중구,서울 중구 한강대로 405,서울 중구 봉래동2가 122-11,126.970956,37.55476,쇼핑,과거 경험이 좋아서,N,5.0,5.0,여,30~40,3,1,3,3,1,3,가족,5.0
971,롯데월드,송파구,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.09812,37.511131,테마시설,지명도/명소/핫플레이스,N,4.0,4.0,남,10~20,3,3,1,1,3,1,연인,4.0
365,피오니 연남점,마포구,서울 마포구 연남로 59-1,서울 마포구 연남동 366-19,126.919945,37.564433,음식점/카페,과거 경험이 좋아서,Y,5.0,5.0,여,30~40,2,2,1,3,3,3,혼자,5.0
933,폴바셋 광화문점,종로구,서울 종로구 종로1길 50,서울 종로구 중학동 19,126.97899,37.574787,음식점/카페,과거 경험이 좋아서,Y,4.0,4.0,여,30~40,2,2,1,1,3,1,혼자,4.0
208,빽다방 홍대입구점,마포구,서울 마포구 와우산로23길 44,서울 마포구 서교동 346-47,126.923665,37.554764,음식점/카페,과거 경험이 좋아서,N,3.0,3.0,남,10~20,2,1,3,3,1,3,혼자,3.0
145,로우키,성동구,서울 성동구 연무장3길 6,서울 성동구 성수동2가 302-16,127.051577,37.544191,음식점/카페,지명도/명소/핫플레이스,N,3.0,3.0,남,10~20,1,3,1,2,3,3,연인,4.0
9,경복궁,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-91,126.976897,37.577609,역사/유적지,과거 경험이 좋아서,Y,5.0,5.0,여,10~20,1,1,3,2,1,1,혼자,5.0
457,석촌호수 서호,송파구,서울 송파구 삼학사로 136,서울 송파구 잠실동 47,127.099113,37.507681,자연,지인 추천이 있어서,N,4.0,4.0,여,10~20,3,1,1,3,3,3,혼자,4.0
305,주식회사 마운틴누크,송파구,서울 송파구 백제고분로45길 32,서울 송파구 송파동 56-7,127.108234,37.510614,음식점/카페,과거 경험이 좋아서,N,5.0,5.0,여,10~20,2,1,2,2,1,1,연인,5.0
294,투썸플레이스 을지로입구역점,중구,서울 중구 남대문로 92,서울 중구 을지로2가 199-4,126.983441,37.565158,음식점/카페,과거 경험이 좋아서,N,5.0,5.0,여,10~20,3,3,1,2,3,2,친구,5.0
393,쉘터서울,용산구,서울 용산구 신흥로11길 49-12,서울 용산구 용산동2가 19-11,126.985505,37.544652,음식점/카페,지명도/명소/핫플레이스,N,4.0,3.0,남,10~20,1,1,1,3,1,1,연인,4.0
2,국립현대미술관 서울관,종로구,서울 종로구 삼청로 30,서울 종로구 소격동 165-10,126.980098,37.578627,문화시설,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,3,1,1,3,3,1,혼자,5.0
940,타이포레,영등포구,서울 영등포구 도신로 95 학산빌딩 2층 타이포레,서울 영등포구 도림동 147-46,126.902599,37.507518,테마시설,지인 추천이 있어서,N,4.0,4.0,여,10~20,2,1,3,1,2,1,혼자,4.0
822,망리단길,마포구,,서울 마포구 망원동,126.905914,37.553658,쇼핑,지명도/명소/핫플레이스,N,4.0,3.0,여,10~20,2,1,2,3,3,3,혼자,4.0
4,나향in안국,종로구,서울 종로구 윤보선길 34-1,서울 종로구 안국동 산 65-1,126.983902,37.577637,음식점/카페,과거 경험이 좋아서,N,3.0,3.0,여,30~40,1,1,1,1,1,3,혼자,4.0
848,난바스낵,중구,서울 중구 퇴계로83길 10-27,서울 중구 황학동 372-4,127.019423,37.566275,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,2,2,2,2,2,2,연인,5.0
317,서울숲,성동구,,서울 성동구 성수동1가 678-1,127.037618,37.544322,자연,지명도/명소/핫플레이스,N,5.0,5.0,여,50대 이상,3,1,1,1,3,1,친구,5.0
140,덕수궁,중구,서울 중구 세종대로 99,서울 중구 정동 5-1,126.974895,37.565564,역사/유적지,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,2,1,2,1,2,2,혼자,5.0
485,다운타우너 안국,종로구,서울 종로구 북촌로 6-4,서울 종로구 재동 85-3,126.986248,37.577462,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,3,1,1,3,1,3,친구,5.0
1006,투썸플레이스 예금보험공사점,중구,서울 중구 청계천로 30,서울 중구 다동 33,126.980882,37.568564,음식점/카페,과거 경험이 좋아서,N,4.0,4.0,남,10~20,3,1,1,3,3,1,친구,4.0
50,라무라,마포구,서울 마포구 포은로 21,서울 마포구 합정동 395-16,126.908597,37.549789,음식점/카페,지명도/명소/핫플레이스,N,2.0,3.0,남,10~20,3,1,1,1,1,3,혼자,3.0
472,스타벅스 별다방점,중구,서울 중구 퇴계로 100,서울 중구 회현동2가 88,126.98273,37.560044,음식점/카페,가기 편해서/교통이 좋아서,N,5.0,5.0,남,10~20,1,1,2,3,1,1,연인,5.0
406,KFC 대학로점,종로구,서울 종로구 대학로 120,서울 종로구 동숭동 1-27,127.002291,37.581875,역사/유적지,지명도/명소/핫플레이스,Y,5.0,5.0,여,30~40,1,3,2,3,1,3,혼자,5.0
940,더현대서울,영등포구,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.928446,37.525872,쇼핑,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,2,1,3,1,2,1,혼자,5.0
429,오포케,광진구,서울 광진구 능동로 117,서울 광진구 화양동 5-45,127.071137,37.541599,음식점/카페,지명도/명소/핫플레이스,N,4.0,4.0,여,30~40,1,1,3,3,1,3,혼자,5.0
92,키자니아 서울,송파구,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.096918,37.510876,테마시설,기타,N,3.0,4.0,여,30~40,1,1,1,1,1,3,가족,4.0
529,새들러하우스,강남구,서울 강남구 도산대로17길 10,서울 강남구 신사동 561-8,127.02492,37.519377,음식점/카페,지인 추천이 있어서,N,3.0,5.0,남,30~40,2,1,2,1,3,1,연인,4.0
359,겟 올라잇,강남구,서울 강남구 도산대로57길 18,서울 강남구 청담동 89-5,127.041604,37.524733,문화시설,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,1,3,1,1,1,3,혼자,5.0
48,신흥시장,용산구,,서울 용산구 용산동2가 1-457,126.984991,37.545315,쇼핑,지명도/명소/핫플레이스,N,4.0,4.0,여,10~20,1,1,3,1,3,3,친구,5.0
625,광장시장,종로구,서울 종로구 창경궁로 88,서울 종로구 예지동 2-1,126.99895,37.570028,쇼핑,지명도/명소/핫플레이스,N,5.0,5.0,남,10~20,2,1,1,1,2,2,혼자,5.0
204,멜로워 성수플래그쉽,성동구,서울 성동구 성수이로7길 39,서울 성동구 성수동2가 333-94,127.053228,37.542514,음식점/카페,지명도/명소/핫플레이스,N,3.0,3.0,여,10~20,1,1,1,1,1,3,연인,4.0
609,잭슨후라이드치킨 한남점,용산구,서울 용산구 독서당로 46,서울 용산구 한남동 828,127.007174,37.532108,음식점/카페,기타,N,4.0,4.0,여,10~20,1,1,3,3,3,3,연인,4.0
396,잠실종합운동장,송파구,서울 송파구 올림픽로 25,서울 송파구 잠실동 10-1,127.073025,37.514591,레저/스포츠,기타,Y,3.0,3.0,여,10~20,2,2,3,2,3,1,연인,4.0
1007,아차산1보루,광진구,,서울 광진구 중곡동 143-127,127.099701,37.562018,자연,과거 경험이 좋아서,Y,5.0,5.0,여,30~40,1,3,2,2,3,3,혼자,4.0
236,광장시장,종로구,서울 종로구 창경궁로 88,서울 종로구 예지동 2-1,126.99895,37.570028,쇼핑,지명도/명소/핫플레이스,Y,2.0,2.0,남,30~40,2,2,2,2,3,3,혼자,3.0
899,역전할머니맥주 신논현점,강남구,서울 강남구 봉은사로1길 38,서울 강남구 논현동 167-30,127.024258,37.50724,음식점/카페,가성비가 좋아서,N,4.0,4.0,남,10~20,1,3,1,3,1,1,혼자,4.0
396,잠실종합운동장,송파구,서울 송파구 올림픽로 25,서울 송파구 잠실동 10-1,127.073025,37.514591,레저/스포츠,기타,Y,3.0,3.0,여,10~20,2,2,3,2,3,1,연인,4.0
265,경복궁,종로구,서울 종로구 사직로 161,서울 종로구 세종로 1-91,126.976897,37.577609,역사/유적지,지명도/명소/핫플레이스,Y,5.0,5.0,여,30~40,1,1,3,3,3,1,혼자,5.0
1008,버섯마루,마포구,서울 마포구 월드컵로 35,서울 마포구 합정동 426-2,126.912036,37.552473,음식점/카페,지명도/명소/핫플레이스,N,5.0,5.0,여,10~20,2,1,2,1,1,3,연인,4.0
